replicateid,zone,population,access,beta,eir,pfpr2to10
15881,1,16518,0.634,1.40,162.223416666667,65.5510583333333
15882,1,16518,0.634,1.45,160.712833333333,66.2436583333333
15864,1,16518,0.634,1.55,170.710166666667,67.3110833333333
15867,1,16518,0.634,1.70,201.155833333333,68.6200833333333
15855,1,16518,0.634,1.50,176.962583333333,68.8400583333333
15865,1,16518,0.634,1.60,192.59125,68.88925
15859,1,16518,0.634,1.65,180.92575,69.2301416666667
15876,1,16518,0.634,1.75,203.759333333333,69.7518416666667
16476,1,16518,0.718,0.015,0.0,0.0
16493,1,16518,0.718,0.017,0.0,0.0
15877,1,16518,0.718,0.00,0.0,0.0
16495,1,16518,0.718,0.011,0.0,0.0
16468,1,16518,0.718,0.014,0.0,0.0
16497,1,16518,0.718,0.012,0.0,0.0
16483,1,16518,0.718,0.016,0.0,0.0
16502,1,16518,0.718,0.018,0.000179231666666667,0.0
16503,1,16518,0.718,0.019,0.00486834916666667,0.0
16010,1,16518,0.718,0.01,0.0,0.0
16498,1,16518,0.718,0.013,0.0,0.0
16491,1,16518,0.718,0.01,0.0,0.0
16017,1,16518,0.718,0.02,0.110566333333333,0.699372666666667
16477,1,16518,0.718,0.022,0.407806166666667,1.971728
16504,1,16518,0.718,0.021,0.431998333333333,2.17858858333333
16482,1,16518,0.718,0.023,0.578601333333333,2.78285333333333
16507,1,16518,0.718,0.026,0.822859583333333,3.22665
16489,1,16518,0.718,0.024,0.723266916666667,3.79406583333333
16508,1,16518,0.718,0.027,0.905475583333333,4.27018333333333
16501,1,16518,0.718,0.025,0.624979416666667,4.34507833333333
16485,1,16518,0.718,0.029,0.975231666666667,4.93772833333333
16024,1,16518,0.718,0.03,1.23120333333333,5.56259083333333
16487,1,16518,0.718,0.031,1.002115,5.8741825
16509,1,16518,0.718,0.028,0.741078583333333,5.8935525
16494,1,16518,0.718,0.032,1.09999416666667,6.09915666666667
16511,1,16518,0.718,0.035,1.21555083333333,6.15440083333333
16512,1,16518,0.718,0.036,1.4315775,6.2147375
16506,1,16518,0.718,0.033,1.1590575,6.29086666666667
16510,1,16518,0.718,0.034,1.30284,7.04803666666667
16496,1,16518,0.718,0.038,1.50341583333333,7.42114666666667
16492,1,16518,0.718,0.037,1.58402333333333,8.21418333333333
16505,1,16518,0.718,0.039,1.59869083333333,8.23987083333333
16034,1,16518,0.718,0.04,1.76812833333333,9.51892083333333
15866,1,16518,0.718,0.05,2.53481083333333,10.7780558333333
16040,1,16518,0.718,0.06,3.19293583333333,12.6557233333333
16041,1,16518,0.718,0.07,4.0117075,14.0017958333333
16019,1,16518,0.718,0.09,4.99818833333333,17.0970391666667
16042,1,16518,0.718,0.08,4.43446916666667,17.2446083333333
15873,1,16518,0.718,0.10,6.40000166666667,18.773275
15875,1,16518,0.718,0.15,9.96722166666667,24.8716583333333
15870,1,16518,0.718,0.20,14.77155,29.2699833333333
15878,1,16518,0.718,0.25,18.89725,34.230125
15879,1,16518,0.718,0.30,23.4837583333333,37.620125
15869,1,16518,0.718,0.35,29.4801833333333,41.3176916666667
15868,1,16518,0.718,0.40,32.9971666666667,43.0497333333333
15871,1,16518,0.718,0.45,38.684925,45.851875
15872,1,16518,0.718,0.50,40.4428833333333,47.4228833333333
14614,1,16518,0.718,0.55,47.296175,49.1148916666667
14615,1,16518,0.718,0.60,55.58445,51.3721666666667
14610,1,16518,0.718,0.65,58.4921083333333,52.6863083333333
14616,1,16518,0.718,0.70,68.016575,52.806325
14617,1,16518,0.718,0.75,75.1101333333333,56.588575
14624,1,16518,0.718,0.80,81.2915583333333,56.7522
14623,1,16518,0.718,0.85,83.5413333333333,57.378725
14621,1,16518,0.718,0.90,84.6688416666667,58.2021916666667
14622,1,16518,0.718,0.95,101.902833333333,59.9673083333333
14611,1,16518,0.718,1.00,109.049833333333,60.698925
14612,1,16518,0.718,1.05,107.277583333333,61.0676333333333
14618,1,16518,0.718,1.15,121.842083333333,62.0426833333333
14619,1,16518,0.718,1.20,128.0725,62.6928833333333
14613,1,16518,0.718,1.10,113.106833333333,62.6958083333333
14625,1,16518,0.718,1.25,134.769083333333,63.4251916666667
14626,1,16518,0.718,1.30,135.713,63.525625
14620,1,16518,0.718,1.35,155.6665,65.2767916666667
14633,1,16518,0.718,1.50,171.674333333333,65.3762583333333
14627,1,16518,0.718,1.40,155.862916666667,65.7284583333333
14629,1,16518,0.718,1.60,182.7475,66.63685
14632,1,16518,0.718,1.45,160.249083333333,67.2776916666667
14630,1,16518,0.718,1.55,172.236416666667,67.5923166666667
14635,1,16518,0.718,1.75,202.6275,67.6617666666667
14644,1,16518,0.718,1.65,195.684833333333,68.159075
14634,1,16518,0.718,1.70,196.511083333333,68.8149416666667
14628,1,24639,0.533,0.00,0.0,0.0
16025,1,24639,0.533,0.01,0.0,0.0
16026,1,24639,0.533,0.02,0.445705666666667,3.38778166666667
16020,1,24639,0.533,0.03,1.06913666666667,5.84127333333333
16030,1,24639,0.533,0.04,1.82651666666667,10.32357
14637,1,24639,0.533,0.05,2.56727083333333,12.1980733333333
16031,1,24639,0.533,0.06,3.14549416666667,13.5299733333333
16018,1,24639,0.533,0.07,3.93377833333333,15.9967391666667
16028,1,24639,0.533,0.08,5.12358166666667,18.3777
16027,1,24639,0.533,0.09,5.48411416666667,19.7791416666667
14638,1,24639,0.533,0.10,6.09323916666667,20.3217916666667
14643,1,24639,0.533,0.15,10.4300333333333,27.0662333333333
14631,1,24639,0.533,0.20,14.6920666666667,32.417625
14639,1,24639,0.533,0.25,19.641625,35.30565
14636,1,24639,0.533,0.30,24.876775,40.8887166666667
14640,1,24639,0.533,0.35,29.4632666666667,41.9408833333333
14641,1,24639,0.533,0.40,34.26865,44.82275
14642,1,24639,0.533,0.45,39.4555583333333,48.6067166666667
14646,1,24639,0.533,0.50,44.9760166666667,49.4900083333333
14645,1,24639,0.533,0.55,50.9320416666667,50.95945
14648,1,24639,0.533,0.60,56.61695,52.51125
14649,1,24639,0.533,0.65,60.8267583333333,54.102
14647,1,24639,0.533,0.70,66.8908416666667,55.351975
14650,1,24639,0.533,0.75,75.0509833333333,58.021875
14651,1,24639,0.533,0.80,79.6008416666667,58.2631666666667
14653,1,24639,0.533,0.85,88.7274,59.5737
14666,1,24639,0.533,0.90,94.131975,60.5623833333333
14672,1,24639,0.533,0.95,96.38505,60.58875
14673,1,24639,0.533,1.00,97.6276,60.9326666666667
14674,1,24639,0.533,1.05,110.831416666667,63.104325
14662,1,24639,0.533,1.20,128.475833333333,63.4602416666667
14652,1,24639,0.533,1.10,121.739333333333,63.4907583333333
14656,1,24639,0.533,1.15,118.657166666667,63.8154666666667
14676,1,24639,0.533,1.25,141.33475,64.4746666666667
14682,1,24639,0.533,1.40,154.557666666667,65.6107833333333
14680,1,24639,0.533,1.30,152.346416666667,66.2238583333333
14655,1,24639,0.533,1.45,167.4165,66.6445
14681,1,24639,0.533,1.35,145.04425,66.841675
14654,1,24639,0.533,1.50,173.143,68.3032833333333
14657,1,24639,0.533,1.55,193.263333333333,68.989
14658,1,24639,0.533,1.60,188.6245,69.4707166666667
14659,1,24639,0.533,1.65,198.1415,70.0770333333333
14660,1,24639,0.533,1.70,195.75525,70.426575
14661,1,24639,0.533,1.75,220.593333333333,72.2662916666667
16499,1,24639,0.616,0.015,0.0,0.0
16500,1,24639,0.616,0.014,0.0,0.0
16513,1,24639,0.616,0.01,0.0,0.0
16514,1,24639,0.616,0.011,0.0,0.0
16515,1,24639,0.616,0.012,0.0,0.0
16516,1,24639,0.616,0.013,0.0,0.0
16517,1,24639,0.616,0.016,0.0,0.0
16029,1,24639,0.616,0.01,0.0,0.0
14663,1,24639,0.616,0.00,0.0,0.0
16518,1,24639,0.616,0.017,0.0992589083333333,0.739904166666667
16522,1,24639,0.616,0.018,0.229776,1.37965933333333
16519,1,24639,0.616,0.019,0.31241325,2.63799916666667
16523,1,24639,0.616,0.021,0.372244833333333,2.703945
16032,1,24639,0.616,0.02,0.38461725,2.982315
16526,1,24639,0.616,0.023,0.549392333333333,3.90915333333333
16520,1,24639,0.616,0.022,0.577956083333333,3.960305
16521,1,24639,0.616,0.024,0.738251583333333,4.13833666666667
16529,1,24639,0.616,0.025,0.81522475,4.412885
16534,1,24639,0.616,0.026,0.77480025,4.84986583333333
16535,1,24639,0.616,0.027,0.877814333333333,5.16920666666667
16524,1,24639,0.616,0.028,0.886846583333333,5.27028666666667
16528,1,24639,0.616,0.029,0.998171666666667,5.7869825
16035,1,24639,0.616,0.03,1.0547875,6.180525
16525,1,24639,0.616,0.031,1.348355,6.48216583333333
16527,1,24639,0.616,0.032,1.2194,6.69296
16531,1,24639,0.616,0.036,1.51143,7.05440166666667
16536,1,24639,0.616,0.034,1.31731333333333,7.09790083333333
16530,1,24639,0.616,0.033,1.3051875,7.90306166666667
16538,1,24639,0.616,0.037,1.45745166666667,8.53278833333333
16549,1,24639,0.616,0.039,1.68415166666667,8.66004333333333
16537,1,24639,0.616,0.035,1.56769583333333,8.78321416666667
16544,1,24639,0.616,0.038,1.67229583333333,9.25113666666667
16051,1,24639,0.616,0.04,1.71935583333333,9.85294416666667
14671,1,24639,0.616,0.05,2.6253375,11.2077066666667
16059,1,24639,0.616,0.06,3.49362916666667,15.095425
16061,1,24639,0.616,0.07,4.03392166666667,15.8413258333333
16060,1,24639,0.616,0.08,4.88710916666667,16.5806058333333
16033,1,24639,0.616,0.09,5.233515,17.978025
14686,1,24639,0.616,0.10,6.30936166666667,19.7372083333333
16038,1,24639,0.616,0.11,6.744275,21.8832416666667
16049,1,24639,0.616,0.12,7.5786525,23.3216166666667
16062,1,24639,0.616,0.13,8.46861916666667,23.7017916666667
16065,1,24639,0.616,0.14,9.5489125,24.388225
14692,1,24639,0.616,0.15,11.3161583333333,26.6222416666667
14693,1,24639,0.616,0.20,14.4062833333333,31.0760583333333
14694,1,24639,0.616,0.25,20.0531833333333,35.595775
14664,1,24639,0.616,0.30,24.4457333333333,38.8589333333333
14665,1,24639,0.616,0.35,28.2653666666667,42.0532833333333
14667,1,24639,0.616,0.40,33.51755,43.744925
14668,1,24639,0.616,0.45,38.470725,46.5113333333333
14670,1,24639,0.616,0.50,46.5916416666667,49.9542666666667
14669,1,24639,0.616,0.55,51.9544,51.4041416666667
14675,1,24639,0.616,0.60,57.356,51.5281333333333
14679,1,24639,0.616,0.65,57.0760916666667,51.7500583333333
14687,1,24639,0.616,0.70,65.265775,54.362175
14704,1,24639,0.616,0.75,71.9612416666667,56.4666
14707,1,24639,0.616,0.80,76.4939083333333,58.316175
14709,1,24639,0.616,0.90,88.7571916666667,58.9859333333333
14678,1,24639,0.616,0.95,91.7690333333333,59.31675
14708,1,24639,0.616,0.85,86.8846416666667,59.624425
14677,1,24639,0.616,1.00,99.8827666666667,60.4657916666667
14684,1,24639,0.616,1.05,107.360166666667,61.52735
14685,1,24639,0.616,1.10,115.233916666667,62.6897166666667
14690,1,24639,0.616,1.20,125.079666666667,63.997725
14683,1,24639,0.616,1.15,127.4705,64.284425
14695,1,24639,0.616,1.35,149.502583333333,64.3746833333333
14688,1,24639,0.616,1.30,144.330416666667,64.6645083333333
14691,1,24639,0.616,1.25,138.923583333333,64.704775
14697,1,24639,0.616,1.50,169.834833333333,66.3296666666667
14689,1,24639,0.616,1.45,158.03475,66.804475
14696,1,24639,0.616,1.40,154.40475,66.9396833333333
14716,1,24639,0.616,1.60,185.434333333333,67.9889
14705,1,24639,0.616,1.55,181.76925,68.63905
14726,1,24639,0.616,1.70,197.294916666667,69.1898083333333
14727,1,24639,0.616,1.65,200.044416666667,70.1665916666667
14728,1,24639,0.616,1.75,205.135333333333,70.82245
16540,1,24639,0.633,0.013,0.0,0.0
16541,1,24639,0.633,0.014,0.0,0.0
16542,1,24639,0.633,0.016,0.0,0.0
16533,1,24639,0.633,0.015,0.0,0.0
14698,1,24639,0.633,0.00,0.0,0.0
16066,1,24639,0.633,0.01,0.0,0.0
16539,1,24639,0.633,0.012,0.0,0.0
16546,1,24639,0.633,0.017,0.0,0.0
16550,1,24639,0.633,0.01,0.0,0.0
16532,1,24639,0.633,0.011,0.0,0.0
16553,1,24639,0.633,0.018,0.134111416666667,0.832305583333333
16554,1,24639,0.633,0.019,0.363221166666667,1.71698875
16067,1,24639,0.633,0.02,0.419937166666667,2.82572083333333
16556,1,24639,0.633,0.021,0.489164333333333,2.98751916666667
16555,1,24639,0.633,0.022,0.508282666666667,3.37084083333333
16545,1,24639,0.633,0.023,0.581642916666667,3.66245666666667
16551,1,24639,0.633,0.024,0.675855666666667,4.02599583333333
16543,1,24639,0.633,0.026,0.86456225,4.14710666666667
16548,1,24639,0.633,0.027,0.842200583333333,4.632265
16552,1,24639,0.633,0.025,0.793627833333333,4.8487925
16547,1,24639,0.633,0.028,0.899501083333333,5.46549666666667
16557,1,24639,0.633,0.029,1.1981975,6.24080166666667
16037,1,24639,0.633,0.03,1.10316333333333,7.11478916666667
16036,1,24639,0.633,0.04,1.86781166666667,9.0675325
14699,1,24639,0.633,0.05,2.42213833333333,11.1508925
16039,1,24639,0.633,0.06,3.33365583333333,12.928925
16048,1,24639,0.633,0.07,4.23505916666667,15.4659425
16047,1,24639,0.633,0.08,5.02336333333333,17.0279166666667
16043,1,24639,0.633,0.09,5.48892833333333,17.8512333333333
14700,1,24639,0.633,0.10,6.25960083333333,20.3658416666667
14701,1,24639,0.633,0.15,10.6057166666667,26.592725
14702,1,24639,0.633,0.20,14.6296083333333,29.8584083333333
14703,1,24639,0.633,0.25,18.9529333333333,35.792775
14706,1,24639,0.633,0.30,24.5401,40.5165583333333
14710,1,24639,0.633,0.35,28.901375,41.404
14719,1,24639,0.633,0.40,32.386775,43.9431583333333
14733,1,24639,0.633,0.45,39.5183583333333,46.3797416666667
14738,1,24639,0.633,0.50,42.3389333333333,46.5627833333333
14739,1,24639,0.633,0.55,49.4201166666667,51.1171416666667
14711,1,24639,0.633,0.65,58.706475,52.9912083333333
14740,1,24639,0.633,0.60,57.48375,53.9061416666667
14712,1,24639,0.633,0.70,65.5789083333333,54.2764833333333
14713,1,24639,0.633,0.75,69.288275,55.347025
14721,1,24639,0.633,0.85,83.110825,56.2040666666667
14720,1,24639,0.633,0.80,79.329625,56.5925
14715,1,24639,0.633,0.90,93.4621333333333,58.601425
14714,1,24639,0.633,0.95,100.863441666667,60.98435
14717,1,24639,0.633,1.00,106.282333333333,61.5284
14718,1,24639,0.633,1.05,109.36075,62.25835
14722,1,24639,0.633,1.10,116.61475,63.14445
14723,1,24639,0.633,1.15,120.868833333333,63.1891
14724,1,24639,0.633,1.20,123.838,63.9661
14725,1,24639,0.633,1.25,133.516,64.0505166666667
14729,1,24639,0.633,1.30,138.80425,64.6133333333333
14736,1,24639,0.633,1.40,157.89925,65.370775
14732,1,24639,0.633,1.35,148.015333333333,66.1965416666667
14747,1,24639,0.633,1.45,162.748666666667,66.4881666666667
14754,1,24639,0.633,1.50,169.608416666667,66.9444416666667
14755,1,24639,0.633,1.55,170.828166666667,68.046175
14731,1,24639,0.633,1.70,189.429666666667,68.0530916666667
14757,1,24639,0.633,1.60,196.241916666667,68.3534833333333
14730,1,24639,0.633,1.65,194.175583333333,68.380475
14734,1,24639,0.633,1.75,206.006333333333,69.0877
14741,1,24639,0.634,0.00,0.0,0.0
16044,1,24639,0.634,0.01,0.0,0.0
16046,1,24639,0.634,0.02,0.259947916666667,2.01657708333333
16558,1,24639,0.634,0.021,0.453820333333333,2.9852575
16565,1,24639,0.634,0.022,0.52472025,3.54070583333333
16571,1,24639,0.634,0.023,0.566636333333333,3.71641833333333
16568,1,24639,0.634,0.026,0.792518416666667,4.8898625
16572,1,24639,0.634,0.024,0.555148,4.96792833333333
16574,1,24639,0.634,0.027,0.866442833333333,5.38345083333333
16575,1,24639,0.634,0.028,0.905876583333333,5.5301475
16561,1,24639,0.634,0.025,0.66496775,5.5314625
16045,1,24639,0.634,0.03,1.14120916666667,5.59378916666667
16559,1,24639,0.634,0.029,0.950540083333333,5.59755833333333
16563,1,24639,0.634,0.032,1.240895,6.81786
16560,1,24639,0.634,0.031,1.25270166666667,7.1186075
16564,1,24639,0.634,0.033,1.35735583333333,7.25336416666667
16579,1,24639,0.634,0.037,1.48672833333333,7.4624875
16566,1,24639,0.634,0.035,1.4073275,7.528585
16570,1,24639,0.634,0.036,1.43867583333333,7.6752575
16562,1,24639,0.634,0.034,1.3551225,7.83295833333333
16592,1,24639,0.634,0.039,1.69398416666667,8.92309916666667
16050,1,24639,0.634,0.04,1.85434083333333,9.22468583333333
16591,1,24639,0.634,0.038,1.71332416666667,9.36711083333333
14743,1,24639,0.634,0.05,2.44660416666667,11.2195991666667
16052,1,24639,0.634,0.06,2.99487416666667,13.689065
16063,1,24639,0.634,0.07,3.9293925,15.47761
16071,1,24639,0.634,0.08,4.40980583333333,16.2664816666667
16081,1,24639,0.634,0.09,5.52319583333333,17.7617333333333
14744,1,24639,0.634,0.10,5.80692166666667,19.392975
14737,1,24639,0.634,0.15,10.5346666666667,26.7832
14742,1,24639,0.634,0.20,15.6433166666667,31.8059416666667
14749,1,24639,0.634,0.25,20.3787583333333,36.73915
14750,1,24639,0.634,0.30,25.94395,40.4414666666667
14735,1,24639,0.634,0.35,28.1667416666667,41.34005
14748,1,24639,0.634,0.40,34.9524416666667,44.2106666666667
14759,1,24639,0.634,0.45,39.4377416666667,46.6649833333333
14761,1,24639,0.634,0.50,43.5180333333333,47.4545416666667
14745,1,24639,0.634,0.55,50.321125,50.5979916666667
14751,1,24639,0.634,0.60,58.8122333333333,51.9315
14764,1,24639,0.634,0.65,60.7737916666667,53.0865583333333
14765,1,24639,0.634,0.70,66.5264166666667,55.0655
14746,1,24639,0.634,0.75,73.1030083333333,56.3825916666667
14768,1,24639,0.634,0.85,78.4198416666667,57.0092333333333
14753,1,24639,0.634,0.80,79.39725,57.0502666666667
14769,1,24639,0.634,0.90,96.1560416666667,59.9271666666667
14752,1,24639,0.634,0.95,98.6403666666667,61.175525
14767,1,24639,0.634,1.00,106.300166666667,61.7353
14776,1,24639,0.634,1.05,109.670333333333,61.785725
14756,1,24639,0.634,1.15,116.366333333333,62.9384833333333
14770,1,24639,0.634,1.20,129.27575,63.1733
14777,1,24639,0.634,1.10,121.562916666667,63.206425
14779,1,24639,0.634,1.30,138.343916666667,64.3710916666667
14778,1,24639,0.634,1.25,135.661166666667,64.4949333333333
14763,1,24639,0.634,1.35,149.576,65.396575
14758,1,24639,0.634,1.40,153.387583333333,65.7127333333333
14766,1,24639,0.634,1.45,173.390333333333,65.7399
14781,1,24639,0.634,1.55,180.876,67.1390583333333
14773,1,24639,0.634,1.50,175.466083333333,67.37875
14782,1,24639,0.634,1.60,183.3435,67.8305916666667
14760,1,24639,0.634,1.65,203.769916666667,68.1200333333333
14762,1,24639,0.634,1.70,194.033166666667,68.373475
14772,1,24639,0.634,1.75,193.439,68.6112916666667
16082,1,24639,0.718,0.01,0.0,0.0
16569,1,24639,0.718,0.012,0.0,0.0
16577,1,24639,0.718,0.015,0.0,0.0
16567,1,24639,0.718,0.01,0.0,0.0
16594,1,24639,0.718,0.017,0.0,0.0
16601,1,24639,0.718,0.018,0.0169409333333333,0.0
16573,1,24639,0.718,0.011,0.0,0.0
16583,1,24639,0.718,0.016,0.0,0.0
16584,1,24639,0.718,0.013,0.0,0.0
14780,1,24639,0.718,0.00,0.0,0.0
16586,1,24639,0.718,0.014,0.0,0.0
16602,1,24639,0.718,0.019,0.199584,0.866863083333333
16576,1,24639,0.718,0.021,0.341705583333333,1.81696016666667
16083,1,24639,0.718,0.02,0.315486166666667,2.48460333333333
16581,1,24639,0.718,0.022,0.349479833333333,3.03773333333333
16578,1,24639,0.718,0.023,0.621690083333333,3.61488333333333
16587,1,24639,0.718,0.024,0.63788975,3.70886333333333
16580,1,24639,0.718,0.027,0.806195666666667,4.23531083333333
16588,1,24639,0.718,0.025,0.723535583333333,4.43068166666667
16582,1,24639,0.718,0.026,0.81457575,4.62879583333333
16585,1,24639,0.718,0.028,0.795229416666667,4.64092333333333
16603,1,24639,0.718,0.029,0.96915425,5.36169166666667
16054,1,24639,0.718,0.03,1.08818166666667,5.8505475
16053,1,24639,0.718,0.04,1.56949,7.46955333333333
14790,1,24639,0.718,0.05,2.24476583333333,10.3510341666667
16056,1,24639,0.718,0.06,3.15806916666667,11.0473583333333
16055,1,24639,0.718,0.07,4.23468666666667,14.1548091666667
16058,1,24639,0.718,0.08,4.64645583333333,16.4871491666667
16057,1,24639,0.718,0.09,5.43650916666667,17.99045
14791,1,24639,0.718,0.10,6.53082416666667,19.8413916666667
14775,1,24639,0.718,0.15,10.3826083333333,25.763925
14774,1,24639,0.718,0.20,14.811725,30.394075
14771,1,24639,0.718,0.25,19.0170416666667,34.6331083333333
14789,1,24639,0.718,0.30,23.9890583333333,37.8065
14793,1,24639,0.718,0.35,28.43,39.3538583333333
14794,1,24639,0.718,0.40,33.37975,42.7208
14787,1,24639,0.718,0.45,39.2386666666667,45.8058416666667
14788,1,24639,0.718,0.50,41.5620666666667,47.3731083333333
14784,1,24639,0.718,0.55,49.2653,48.7172583333333
14783,1,24639,0.718,0.60,54.5905166666667,50.033325
14786,1,24639,0.718,0.65,61.788375,52.5550333333333
14785,1,24639,0.718,0.70,66.06655,54.5765083333333
14792,1,24639,0.718,0.75,71.51605,55.0893833333333
14796,1,24639,0.718,0.80,78.1805333333333,55.8362333333333
14801,1,24639,0.718,0.85,84.7927166666666,56.969125
14802,1,24639,0.718,0.90,96.8458583333333,58.8220083333333
14795,1,24639,0.718,0.95,99.4185416666667,59.5378833333333
14805,1,24639,0.718,1.05,111.3985,59.96305
14798,1,24639,0.718,1.00,104.8805,60.136025
14806,1,24639,0.718,1.10,114.694583333333,61.7796583333333
14803,1,24639,0.718,1.20,124.59825,62.2304916666667
14797,1,24639,0.718,1.15,117.014416666667,62.3650166666667
14812,1,24639,0.718,1.25,133.116583333333,62.61005
14799,1,24639,0.718,1.35,140.359416666667,64.6315
14811,1,24639,0.718,1.50,156.823166666667,65.68065
14813,1,24639,0.718,1.30,142.34075,65.7049083333333
14810,1,24639,0.718,1.45,164.84425,65.9273166666667
14804,1,24639,0.718,1.40,154.281333333333,65.9996416666667
14817,1,24639,0.718,1.70,190.26275,66.9795166666667
14808,1,24639,0.718,1.60,179.373583333333,67.9266666666667
14800,1,24639,0.718,1.55,175.085166666667,67.9816166666667
14816,1,24639,0.718,1.65,189.852416666667,68.316225
14807,1,24639,0.718,1.75,201.524166666667,69.6742166666667
14814,1,38186,0.533,0.00,0.0,0.0
16064,1,38186,0.533,0.01,0.0,0.0
16069,1,38186,0.533,0.02,0.308982333333333,3.58483416666667
16077,1,38186,0.533,0.03,0.990464333333334,7.27725583333333
16076,1,38186,0.533,0.04,1.75503333333333,9.21604916666667
14821,1,38186,0.533,0.05,2.4962925,12.3896841666667
16068,1,38186,0.533,0.06,3.2610175,13.7234083333333
16073,1,38186,0.533,0.07,4.01482666666667,15.9466066666667
16085,1,38186,0.533,0.08,4.87972916666667,17.4578008333333
16086,1,38186,0.533,0.09,5.35199083333333,18.5652166666667
14822,1,38186,0.533,0.10,6.368375,21.1927416666667
14809,1,38186,0.533,0.15,10.1604666666667,26.883975
14815,1,38186,0.533,0.20,15.9169166666667,33.0974166666667
14824,1,38186,0.533,0.25,19.5840916666667,36.4568583333333
14825,1,38186,0.533,0.30,24.8008833333333,40.9350166666667
14820,1,38186,0.533,0.35,28.7184166666667,41.9592166666667
14826,1,38186,0.533,0.40,35.4159416666667,45.0748166666667
14832,1,38186,0.533,0.45,40.7542666666667,47.1951583333333
14833,1,38186,0.533,0.50,46.1744,50.0624
14818,1,38186,0.533,0.55,47.9630833333333,50.4154916666667
14823,1,38186,0.533,0.60,54.8528333333333,52.523775
14827,1,38186,0.533,0.65,60.4969916666667,53.3511833333333
14840,1,38186,0.533,0.70,65.5171916666667,56.0749083333333
14849,1,38186,0.533,0.80,79.1393083333333,57.489375
14850,1,38186,0.533,0.85,84.0495833333333,57.592175
14848,1,38186,0.533,0.75,75.6822166666667,57.7556583333333
14819,1,38186,0.533,0.90,94.9478333333333,60.833725
14828,1,38186,0.533,0.95,96.302625,61.3795666666667
14830,1,38186,0.533,1.10,113.6915,62.0305416666667
14835,1,38186,0.533,1.05,106.3795,62.4030416666667
14834,1,38186,0.533,1.00,104.1105,62.76425
14838,1,38186,0.533,1.15,122.596,64.7479833333333
14845,1,38186,0.533,1.20,137.604666666667,64.973925
14846,1,38186,0.533,1.25,134.757416666667,65.0591
14837,1,38186,0.533,1.35,145.99375,65.4815333333333
14829,1,38186,0.533,1.30,145.14675,66.17285
14843,1,38186,0.533,1.40,155.6535,66.4071416666667
14844,1,38186,0.533,1.45,169.766,67.3599916666667
14831,1,38186,0.533,1.50,167.6215,68.37235
14839,1,38186,0.533,1.55,175.1155,69.047275
14851,1,38186,0.533,1.60,181.8325,69.0771083333333
14852,1,38186,0.533,1.65,190.820333333333,69.7261583333333
14836,1,38186,0.533,1.70,200.312583333333,70.2838416666667
14842,1,38186,0.533,1.75,203.48125,71.35315
16598,1,38186,0.616,0.015,0.0,0.0
16590,1,38186,0.616,0.013,0.0,0.0
16593,1,38186,0.616,0.012,0.0,0.0
16604,1,38186,0.616,0.01,0.0,0.0
16606,1,38186,0.616,0.016,0.0,0.0
16596,1,38186,0.616,0.014,0.0,0.0
14854,1,38186,0.616,0.00,0.0,0.0
16070,1,38186,0.616,0.01,0.0,0.0
16589,1,38186,0.616,0.011,0.0,0.0
16605,1,38186,0.616,0.017,0.0663739666666667,0.29730075
16597,1,38186,0.616,0.018,0.165792916666667,1.40344583333333
16595,1,38186,0.616,0.019,0.238412666666667,1.98166166666667
16078,1,38186,0.616,0.02,0.325172083333333,2.57782666666667
16599,1,38186,0.616,0.021,0.3743375,3.43046583333333
16608,1,38186,0.616,0.022,0.559148333333333,3.51146083333333
16607,1,38186,0.616,0.023,0.644810833333333,3.6455375
16600,1,38186,0.616,0.024,0.671427083333333,3.82062333333333
16610,1,38186,0.616,0.025,0.767709083333333,4.37915166666667
16609,1,38186,0.616,0.026,0.814222333333333,4.81373833333333
16611,1,38186,0.616,0.027,0.967919,5.7481425
16621,1,38186,0.616,0.029,1.00384241666667,6.02769333333333
16614,1,38186,0.616,0.028,1.00294966666667,6.05247833333333
16622,1,38186,0.616,0.031,1.21633583333333,6.4254425
16087,1,38186,0.616,0.03,1.045135,6.6045225
16613,1,38186,0.616,0.032,1.24919916666667,7.11793833333333
16615,1,38186,0.616,0.033,1.09548416666667,7.65933833333333
16632,1,38186,0.616,0.035,1.45853333333333,7.80536166666667
16623,1,38186,0.616,0.034,1.44097166666667,7.89761666666667
16612,1,38186,0.616,0.039,1.63084416666667,7.99297833333333
16638,1,38186,0.616,0.036,1.58939,7.99544583333333
16639,1,38186,0.616,0.037,1.5945125,8.60756416666667
16088,1,38186,0.616,0.04,1.86404416666667,9.18685583333333
16640,1,38186,0.616,0.038,1.68931,9.19235916666667
14855,1,38186,0.616,0.05,2.45771166666667,10.1445716666667
16074,1,38186,0.616,0.06,3.21931583333333,13.4708716666667
16072,1,38186,0.616,0.07,3.90765166666667,15.2110483333333
16079,1,38186,0.616,0.08,4.85131583333333,17.7737883333333
16075,1,38186,0.616,0.09,5.44335,18.57515
14841,1,38186,0.616,0.10,5.98045583333333,18.8011275
16084,1,38186,0.616,0.11,7.14212333333333,21.6605416666667
16092,1,38186,0.616,0.12,7.58922916666667,23.2429416666667
16093,1,38186,0.616,0.13,8.57120333333333,24.330525
16080,1,38186,0.616,0.14,9.45786166666667,24.897
14853,1,38186,0.616,0.15,9.80615416666667,26.1118333333333
14859,1,38186,0.616,0.20,15.9314416666667,32.4890833333333
