replicateid,zone,population,access,beta,eir,pfpr2to10
14504,1,10818,0.633,0.05,2.6563875,10.737145
15944,1,10818,0.633,0.09,4.8907825,15.8704283333333
15942,1,10818,0.633,0.07,3.80524583333333,16.0184283333333
15940,1,10818,0.633,0.08,5.08193416666667,17.67763
14511,1,10818,0.633,0.10,6.34133083333333,19.038635
15960,1,10818,0.633,0.11,7.41687583333333,21.3705333333333
15961,1,10818,0.633,0.12,8.28959916666667,23.0919333333333
15950,1,10818,0.633,0.14,8.9930825,23.3227166666667
15949,1,10818,0.633,0.13,8.61933916666667,23.7167083333333
14523,1,10818,0.633,0.15,9.86573416666667,26.4850666666667
14524,1,10818,0.633,0.20,14.03235,28.3026666666667
14514,1,10818,0.633,0.30,22.8779666666667,35.5120166666667
14509,1,10818,0.633,0.25,19.2997416666667,36.3120916666667
14525,1,10818,0.633,0.35,30.7665416666667,40.4836416666667
14527,1,10818,0.633,0.40,35.6671583333333,44.6852916666667
14518,1,10818,0.633,0.45,43.750325,47.1785666666667
14529,1,10818,0.633,0.50,47.25905,48.976475
14535,1,10818,0.633,0.55,52.5559166666667,50.5582083333333
14517,1,10818,0.633,0.65,65.7549166666667,53.48605
14536,1,10818,0.633,0.60,57.2701083333333,53.8782833333333
14528,1,10818,0.633,0.70,67.9642916666667,54.4819583333333
14533,1,10818,0.633,0.75,77.1353,55.9864583333333
14522,1,10818,0.633,0.85,87.8519583333333,57.7645166666667
14543,1,10818,0.633,0.95,98.5986166666667,58.9789333333333
14537,1,10818,0.633,0.90,84.526275,59.14645
14534,1,10818,0.633,0.80,85.4749333333333,59.26245
14545,1,10818,0.633,1.00,97.01055,61.771975
14541,1,10818,0.633,1.15,116.126,62.11045
14526,1,10818,0.633,1.05,114.36775,62.19525
14542,1,10818,0.633,1.20,133.006916666667,63.6908333333333
14532,1,10818,0.633,1.10,116.842333333333,64.538325
14538,1,10818,0.633,1.30,147.4765,64.6819583333333
14547,1,10818,0.633,1.40,157.170916666667,65.3975833333333
14530,1,10818,0.633,1.25,126.05375,65.3994
14546,1,10818,0.633,1.35,151.59525,65.527725
14549,1,10818,0.633,1.55,168.594916666667,66.8388666666667
14540,1,10818,0.633,1.50,177.414333333333,67.2792
14556,1,10818,0.633,1.60,194.044166666667,67.3418916666667
14531,1,10818,0.633,1.45,176.153416666667,67.9637083333333
14563,1,10818,0.633,1.65,204.360916666667,68.4260833333333
14564,1,10818,0.633,1.70,182.05825,69.6547
14565,1,10818,0.633,1.75,212.518,71.908625
16333,1,10818,0.634,0.012,0.0,0.0
16332,1,10818,0.634,0.011,0.0,0.0
16327,1,10818,0.634,0.01,0.0,0.0
16319,1,10818,0.634,0.016,0.0,0.0
16318,1,10818,0.634,0.015,0.0,0.0
16313,1,10818,0.634,0.017,0.0,0.0
15957,1,10818,0.634,0.01,0.0,0.0
16312,1,10818,0.634,0.014,0.0,0.0
14539,1,10818,0.634,0.00,0.0,0.0
16334,1,10818,0.634,0.013,0.0,0.0
16323,1,10818,0.634,0.018,0.143586833333333,1.72377916666667
15962,1,10818,0.634,0.02,0.424042666666667,1.78507091666667
16310,1,10818,0.634,0.021,0.45143125,2.6613225
16324,1,10818,0.634,0.019,0.377281416666667,3.433735
16320,1,10818,0.634,0.022,0.484903583333333,3.6573825
16350,1,10818,0.634,0.028,1.05047016666667,4.09285
16328,1,10818,0.634,0.026,0.94088325,4.11983083333333
16342,1,10818,0.634,0.027,0.781927166666667,4.14905583333333
16322,1,10818,0.634,0.024,0.539054916666667,4.22783
16321,1,10818,0.634,0.023,0.6583425,4.92577333333333
16325,1,10818,0.634,0.025,0.7423715,5.65099416666667
15963,1,10818,0.634,0.03,0.871323166666667,5.90472666666667
16354,1,10818,0.634,0.031,1.54227166666667,6.4833875
16326,1,10818,0.634,0.032,1.28178666666667,6.8330975
16353,1,10818,0.634,0.029,0.868192166666667,6.89081166666667
16329,1,10818,0.634,0.033,1.04959,6.9319375
16359,1,10818,0.634,0.036,1.46716333333333,7.1005925
16339,1,10818,0.634,0.034,1.46174166666667,7.176435
16361,1,10818,0.634,0.037,1.3634675,7.23669
16355,1,10818,0.634,0.035,1.568675,7.46940083333333
16360,1,10818,0.634,0.038,1.61228916666667,7.8547325
15954,1,10818,0.634,0.04,1.77158916666667,8.40664166666667
16343,1,10818,0.634,0.043,1.88523333333333,8.74780416666667
16344,1,10818,0.634,0.044,1.92591166666667,8.99882083333333
16340,1,10818,0.634,0.042,1.74933166666667,9.01953
16330,1,10818,0.634,0.041,1.79952583333333,9.17086416666667
16335,1,10818,0.634,0.046,2.32475916666667,9.2750375
16331,1,10818,0.634,0.039,1.95369916666667,9.73634416666667
16337,1,10818,0.634,0.047,2.11499,9.97064833333333
16341,1,10818,0.634,0.049,2.48751166666667,10.203825
16338,1,10818,0.634,0.045,1.98248833333333,10.5791833333333
14544,1,10818,0.634,0.05,2.454835,10.9262483333333
15955,1,10818,0.634,0.06,3.09623583333333,12.4409666666667
16336,1,10818,0.634,0.048,2.28925416666667,12.6227033333333
15956,1,10818,0.634,0.07,3.93683583333333,14.0071016666667
15958,1,10818,0.634,0.08,4.42681333333333,16.7991033333333
14551,1,10818,0.634,0.10,6.33993166666667,19.2786
15966,1,10818,0.634,0.11,6.201765,19.6393833333333
15965,1,10818,0.634,0.09,5.67604166666667,20.0538416666667
15969,1,10818,0.634,0.12,8.19523333333333,23.064
15980,1,10818,0.634,0.14,8.62600666666667,23.1101
15975,1,10818,0.634,0.13,8.92545916666666,24.0812166666667
14562,1,10818,0.634,0.15,10.540575,26.300775
14572,1,10818,0.634,0.20,15.3098916666667,29.9413916666667
14578,1,10818,0.634,0.25,19.7409166666667,33.2919666666667
14579,1,10818,0.634,0.30,23.0714,38.813925
14548,1,10818,0.634,0.35,26.8260083333333,39.6853333333333
14550,1,10818,0.634,0.40,34.1412083333333,43.2476333333333
14555,1,10818,0.634,0.45,39.053525,48.5858666666667
14575,1,10818,0.634,0.55,47.5859833333333,49.7762666666667
14569,1,10818,0.634,0.50,46.1795166666667,50.3961
14576,1,10818,0.634,0.60,53.492825,51.7547083333333
14557,1,10818,0.634,0.75,65.9647166666667,53.3170916666667
14552,1,10818,0.634,0.70,67.6759916666667,53.5057083333333
14577,1,10818,0.634,0.65,66.6484916666667,55.02655
14553,1,10818,0.634,0.85,82.4694083333333,56.2697
14558,1,10818,0.634,0.80,74.689825,56.3522583333333
14559,1,10818,0.634,0.90,95.4323833333333,58.4926166666667
14570,1,10818,0.634,0.95,94.2569166666667,59.42435
14554,1,10818,0.634,1.05,106.038833333333,59.847875
14571,1,10818,0.634,1.00,105.049083333333,61.2951916666667
14568,1,10818,0.634,1.15,123.640666666667,61.4393833333333
14590,1,10818,0.634,1.25,122.4305,61.6112083333333
14560,1,10818,0.634,1.10,120.829083333333,62.8526416666667
14582,1,10818,0.634,1.20,128.756833333333,63.94565
14592,1,10818,0.634,1.35,153.88275,63.9488
14591,1,10818,0.634,1.30,139.134416666667,65.186175
14561,1,10818,0.634,1.40,154.581666666667,66.5972583333333
14593,1,10818,0.634,1.55,162.168333333333,66.8266083333333
14574,1,10818,0.634,1.50,171.288666666667,67.2918083333333
14567,1,10818,0.634,1.45,169.289916666667,67.3921916666667
14601,1,10818,0.634,1.60,188.69425,68.0810583333333
14603,1,10818,0.634,1.70,187.3925,68.3625583333333
14573,1,10818,0.634,1.75,208.4485,68.3883333333333
14602,1,10818,0.634,1.65,202.4735,68.56895
16349,1,10818,0.718,0.018,0.0,0.0
16345,1,10818,0.718,0.016,0.0,0.0
16346,1,10818,0.718,0.017,0.0,0.0
16347,1,10818,0.718,0.01,0.0,0.0
16348,1,10818,0.718,0.019,0.0,0.0
16356,1,10818,0.718,0.011,0.0,0.0
15981,1,10818,0.718,0.01,0.0,0.0
16367,1,10818,0.718,0.012,0.0,0.0
16374,1,10818,0.718,0.013,0.0,0.0
16375,1,10818,0.718,0.014,0.0,0.0
16376,1,10818,0.718,0.015,0.0,0.0
14580,1,10818,0.718,0.00,0.0,0.0
15964,1,10818,0.718,0.02,0.212348416666667,1.27388725
16351,1,10818,0.718,0.021,0.188976916666667,1.77453733333333
16357,1,10818,0.718,0.023,0.513071,2.94131416666667
16352,1,10818,0.718,0.022,0.368583833333333,3.66555833333333
16362,1,10818,0.718,0.024,0.60525975,3.7752525
16358,1,10818,0.718,0.027,0.62065375,4.50974083333333
16370,1,10818,0.718,0.026,0.74010575,4.53386916666667
16369,1,10818,0.718,0.025,0.638691416666667,4.77495333333333
16372,1,10818,0.718,0.029,0.941291333333333,5.41531166666667
16365,1,10818,0.718,0.028,0.935089083333333,6.142795
15970,1,10818,0.718,0.03,1.28432916666667,6.51596583333333
15971,1,10818,0.718,0.04,1.735805,8.63618833333333
14587,1,10818,0.718,0.05,2.4363075,9.69650166666667
15972,1,10818,0.718,0.06,2.918085,10.9936275
15974,1,10818,0.718,0.08,4.069035,14.3106216666667
15973,1,10818,0.718,0.07,4.33243833333333,15.4008725
15979,1,10818,0.718,0.09,5.91719666666667,18.240375
14588,1,10818,0.718,0.10,5.98902583333333,18.90885
14566,1,10818,0.718,0.15,10.196525,22.4846
14584,1,10818,0.718,0.20,14.448725,29.2470166666667
14596,1,10818,0.718,0.25,19.5783583333333,33.1339
14597,1,10818,0.718,0.30,23.291425,36.394925
14581,1,10818,0.718,0.35,30.42255,41.53035
14589,1,10818,0.718,0.40,33.3606083333333,42.8770583333333
14599,1,10818,0.718,0.45,39.1451583333333,46.967875
14595,1,10818,0.718,0.60,52.94085,49.8730333333333
14600,1,10818,0.718,0.50,48.0940583333333,50.4549
14583,1,10818,0.718,0.55,51.736325,50.801775
14606,1,10818,0.718,0.65,61.7687666666667,51.7607416666667
14607,1,10818,0.718,0.70,65.13465,53.2301
14586,1,10818,0.718,0.75,77.066775,54.7130666666667
14609,1,10818,0.718,0.90,89.0165333333333,56.1891166666667
14598,1,10818,0.718,0.80,79.694725,56.2258333333333
14608,1,10818,0.718,0.85,80.5624583333333,59.2615583333333
14604,1,10818,0.718,1.00,108.598833333333,60.031725
14585,1,10818,0.718,1.10,116.1525,61.588025
14594,1,10818,0.718,0.95,101.254475,61.8114416666667
15741,1,10818,0.718,1.25,127.582083333333,62.3239666666667
15720,1,10818,0.718,1.15,123.98525,62.3879333333333
14605,1,10818,0.718,1.05,119.253166666667,62.8941583333333
15742,1,10818,0.718,1.30,143.802166666667,63.8870916666667
15740,1,10818,0.718,1.20,131.04425,63.9547916666667
15709,1,10818,0.718,1.40,162.816,64.162725
15712,1,10818,0.718,1.35,148.02125,65.4209916666667
15717,1,10818,0.718,1.60,176.169333333333,66.3895166666667
15715,1,10818,0.718,1.45,168.831916666667,66.4479083333333
15726,1,10818,0.718,1.55,185.608833333333,66.4758916666667
15719,1,10818,0.718,1.70,193.629833333333,66.9253833333333
15725,1,10818,0.718,1.50,168.461666666667,67.0596333333333
15716,1,10818,0.718,1.65,189.714666666667,67.8678
15731,1,10818,0.718,1.75,192.043166666667,68.7753916666667
15987,1,16518,0.533,0.01,0.0,0.0
16364,1,16518,0.533,0.011,0.0,0.0
16366,1,16518,0.533,0.015,0.0,0.0
16371,1,16518,0.533,0.012,0.0,0.0
16373,1,16518,0.533,0.01,0.0,0.0
16377,1,16518,0.533,0.016,0.0,0.0
16380,1,16518,0.533,0.013,0.0,0.0
15732,1,16518,0.533,0.00,0.0,0.0
16381,1,16518,0.533,0.014,0.0,0.0
16387,1,16518,0.533,0.018,0.32404575,2.01374833333333
16368,1,16518,0.533,0.019,0.402788,2.2096975
16386,1,16518,0.533,0.017,0.17908325,2.28951
15988,1,16518,0.533,0.02,0.433812333333333,2.68565
16363,1,16518,0.533,0.021,0.644545666666667,3.0960605
16379,1,16518,0.533,0.022,0.59671675,3.77545166666667
16390,1,16518,0.533,0.023,0.649934083333333,4.306035
16389,1,16518,0.533,0.024,0.801086583333333,4.79340416666667
16383,1,16518,0.533,0.026,0.829647833333333,5.5512575
15976,1,16518,0.533,0.03,0.986652916666667,5.96956916666667
16378,1,16518,0.533,0.025,0.791338916666667,6.3373075
16391,1,16518,0.533,0.028,1.0344625,6.4572875
16395,1,16518,0.533,0.029,1.143415,6.5007225
16384,1,16518,0.533,0.027,0.981459166666667,6.57673916666667
15977,1,16518,0.533,0.04,1.84130666666667,8.6110625
15723,1,16518,0.533,0.05,2.4417825,11.4518066666667
15978,1,16518,0.533,0.06,3.2214875,13.0269741666667
15983,1,16518,0.533,0.07,4.17773333333333,15.4474508333333
15982,1,16518,0.533,0.09,5.56042666666667,17.928405
15984,1,16518,0.533,0.08,4.85650333333333,18.9011583333333
15724,1,16518,0.533,0.10,6.61323416666667,21.8001416666667
15718,1,16518,0.533,0.15,10.3524166666667,26.3666333333333
15730,1,16518,0.533,0.20,15.5102083333333,32.8207416666667
15738,1,16518,0.533,0.25,19.199025,35.442375
15739,1,16518,0.533,0.30,26.065825,41.533475
15734,1,16518,0.533,0.35,27.79575,42.7402166666667
15743,1,16518,0.533,0.40,33.6326666666667,44.6508583333333
15744,1,16518,0.533,0.45,40.0670833333333,46.7360833333333
15727,1,16518,0.533,0.50,44.889975,48.80955
15729,1,16518,0.533,0.60,56.8316833333333,51.7327833333333
15728,1,16518,0.533,0.55,55.52275,51.8296083333333
15733,1,16518,0.533,0.65,58.2741166666667,52.49295
15735,1,16518,0.533,0.70,70.5124416666667,56.021475
15736,1,16518,0.533,0.75,72.25095,56.1614333333333
15747,1,16518,0.533,0.90,85.8402916666666,58.325775
15737,1,16518,0.533,0.80,78.1514166666667,59.0057666666667
15746,1,16518,0.533,0.85,87.0218333333333,59.8024833333333
15751,1,16518,0.533,1.00,102.577666666667,59.9334666666667
15752,1,16518,0.533,1.05,112.7345,62.7630666666667
15754,1,16518,0.533,1.25,130.47125,62.8751666666667
15745,1,16518,0.533,0.95,103.247416666667,62.8919
15748,1,16518,0.533,1.10,122.306833333333,63.2993666666667
15756,1,16518,0.533,1.15,117.206416666667,63.5170666666667
15755,1,16518,0.533,1.30,145.665333333333,64.950925
15757,1,16518,0.533,1.20,130.409666666667,65.35085
15753,1,16518,0.533,1.35,139.623666666667,65.74385
15758,1,16518,0.533,1.50,164.259583333333,66.5521583333333
15750,1,16518,0.533,1.40,149.195833333333,66.6541833333333
15749,1,16518,0.533,1.45,166.51125,67.6740833333333
15771,1,16518,0.533,1.60,189.688583333333,69.0471166666667
15770,1,16518,0.533,1.55,175.716666666667,69.7048916666667
15759,1,16518,0.533,1.70,194.991,69.8519916666667
15772,1,16518,0.533,1.65,202.381166666667,71.5651916666667
15764,1,16518,0.533,1.75,208.338,71.8156666666667
16403,1,16518,0.616,0.014,0.0,0.0
16382,1,16518,0.616,0.011,0.0,0.0
16407,1,16518,0.616,0.015,0.0,0.0
16408,1,16518,0.616,0.016,0.0,0.0
16388,1,16518,0.616,0.012,0.0,0.0
15989,1,16518,0.616,0.01,0.0,0.0
15765,1,16518,0.616,0.00,0.0,0.0
16396,1,16518,0.616,0.01,0.0,0.0
16394,1,16518,0.616,0.013,0.0,0.0
16409,1,16518,0.616,0.017,0.11491225,1.20785358333333
16398,1,16518,0.616,0.019,0.296018833333333,1.30505691666667
16385,1,16518,0.616,0.018,0.267115916666667,2.26443916666667
15994,1,16518,0.616,0.02,0.415514583333333,2.26558475
16402,1,16518,0.616,0.022,0.5123135,2.84323083333333
16401,1,16518,0.616,0.021,0.289241083333333,3.58841833333333
16392,1,16518,0.616,0.023,0.534013916666667,4.03739916666667
16415,1,16518,0.616,0.026,0.9379055,4.530325
16400,1,16518,0.616,0.025,0.884422416666667,4.58337333333333
16397,1,16518,0.616,0.024,0.579751333333333,4.654525
16007,1,16518,0.616,0.03,0.98470575,5.01534083333333
16419,1,16518,0.616,0.028,0.87631725,5.26098416666667
16418,1,16518,0.616,0.027,0.92226725,5.66971083333333
16420,1,16518,0.616,0.029,1.05183166666667,6.7686325
16411,1,16518,0.616,0.034,1.37527333333333,7.11892666666667
16410,1,16518,0.616,0.033,1.11925166666667,7.1743075
16412,1,16518,0.616,0.037,1.33964333333333,7.50818
16399,1,16518,0.616,0.035,1.49421416666667,7.51152833333333
16404,1,16518,0.616,0.032,1.17410583333333,7.51979
16405,1,16518,0.616,0.036,1.60070416666667,7.74543416666667
16393,1,16518,0.616,0.031,1.2727375,7.90673916666667
16429,1,16518,0.616,0.039,1.723965,8.85389583333333
16437,1,16518,0.616,0.047,2.1860725,8.94890166666667
16406,1,16518,0.616,0.043,1.91315583333333,8.95884416666667
16430,1,16518,0.616,0.041,1.67115083333333,9.17243666666667
16416,1,16518,0.616,0.045,1.9743675,9.48064
16413,1,16518,0.616,0.044,1.87809,9.77718
16013,1,16518,0.616,0.04,1.9208975,9.88039
16423,1,16518,0.616,0.038,1.6750025,9.92914666666667
16428,1,16518,0.616,0.046,2.21544166666667,10.2829008333333
16431,1,16518,0.616,0.042,1.80248166666667,10.3037733333333
16438,1,16518,0.616,0.048,2.26727583333333,11.2372875
16439,1,16518,0.616,0.049,2.55543166666667,11.51499
15761,1,16518,0.616,0.05,2.594785,12.2744858333333
16014,1,16518,0.616,0.06,3.04280416666667,13.10018
16015,1,16518,0.616,0.07,4.17011333333333,15.3354208333333
15986,1,16518,0.616,0.08,4.2083075,15.7693916666667
15985,1,16518,0.616,0.09,5.97407,17.9979333333333
15760,1,16518,0.616,0.10,6.18675916666667,19.751525
15990,1,16518,0.616,0.11,7.30908833333333,21.5116666666667
15995,1,16518,0.616,0.12,8.0751675,23.4948416666667
15998,1,16518,0.616,0.13,8.562455,24.5176416666667
16016,1,16518,0.616,0.14,9.95674333333333,25.8006166666667
15762,1,16518,0.616,0.15,10.3534983333333,26.40515
15766,1,16518,0.616,0.20,13.8405583333333,29.4404583333333
15767,1,16518,0.616,0.25,19.1192666666667,37.517975
15763,1,16518,0.616,0.30,25.5101583333333,40.085075
15768,1,16518,0.616,0.35,28.718875,41.4599416666667
15769,1,16518,0.616,0.40,30.87295,42.1992333333333
15773,1,16518,0.616,0.45,38.811375,46.2580583333333
15775,1,16518,0.616,0.50,44.5278333333333,48.6937333333333
15774,1,16518,0.616,0.60,52.8929916666667,50.4617166666667
15776,1,16518,0.616,0.55,50.3236,51.8934583333333
15785,1,16518,0.616,0.65,60.2050833333333,53.353325
15784,1,16518,0.616,0.70,75.5747083333333,56.16335
15780,1,16518,0.616,0.75,72.18075,56.87805
15777,1,16518,0.616,0.85,80.4728333333333,57.231675
15781,1,16518,0.616,0.80,76.3844,57.6869
15778,1,16518,0.616,0.90,83.1796166666667,57.840225
15783,1,16518,0.616,0.95,95.1642416666667,61.1519083333333
15782,1,16518,0.616,1.00,103.465916666667,61.6359416666667
15787,1,16518,0.616,1.10,115.545666666667,62.5735166666667
15779,1,16518,0.616,1.05,110.206166666667,62.7035166666667
15788,1,16518,0.616,1.25,143.699,64.704325
15789,1,16518,0.616,1.20,135.486,64.7984666666667
15786,1,16518,0.616,1.15,127.230333333333,65.0982833333333
15793,1,16518,0.616,1.35,155.10025,66.3829
16689,1,16518,0.616,1.40,157.65725,66.6431916666667
15806,1,16518,0.616,1.45,165.128916666667,66.8069416666667
15790,1,16518,0.616,1.60,177.951333333333,66.9929083333333
15799,1,16518,0.616,1.40,158.239166666667,67.264375
15817,1,16518,0.616,1.55,178.05675,67.3857333333333
15794,1,16518,0.616,1.30,144.747583333333,67.4446416666667
15816,1,16518,0.616,1.50,167.753916666667,67.6008083333333
15792,1,16518,0.616,1.65,190.926916666667,68.45235
15798,1,16518,0.616,1.70,187.2345,68.8889166666667
15804,1,16518,0.616,1.75,205.668416666667,69.9541666666667
16444,1,16518,0.633,0.014,0.0,0.0
16021,1,16518,0.633,0.01,0.0,0.0
15805,1,16518,0.633,0.00,0.0,0.0
16446,1,16518,0.633,0.016,0.0,0.0
16445,1,16518,0.633,0.015,0.0,0.0
16440,1,16518,0.633,0.013,0.0,0.0
16414,1,16518,0.633,0.01,0.0,0.0
16424,1,16518,0.633,0.012,0.0,0.0
16417,1,16518,0.633,0.011,0.0,0.0
16422,1,16518,0.633,0.017,0.0113972,0.142894758333333
16427,1,16518,0.633,0.018,0.09177425,0.383972
16435,1,16518,0.633,0.019,0.262269666666667,1.944215
16432,1,16518,0.633,0.024,0.45956,2.32599583333333
16425,1,16518,0.633,0.023,0.487460333333333,2.48253833333333
16022,1,16518,0.633,0.02,0.359691916666667,2.62035916666667
16421,1,16518,0.633,0.022,0.531414583333333,2.81036083333333
16436,1,16518,0.633,0.021,0.3286825,3.482415
16449,1,16518,0.633,0.025,0.838246666666667,4.73057333333333
16454,1,16518,0.633,0.026,0.832968416666667,5.02828916666667
16443,1,16518,0.633,0.032,1.131465,5.157435
16455,1,16518,0.633,0.027,1.02944958333333,5.4585675
16426,1,16518,0.633,0.029,0.92445775,5.900555
16456,1,16518,0.633,0.028,0.92472825,6.53235666666667
16462,1,16518,0.633,0.035,1.51493666666667,6.6877475
16023,1,16518,0.633,0.03,0.9236965,6.86781583333333
16457,1,16518,0.633,0.033,1.4449125,7.18707916666667
16434,1,16518,0.633,0.031,1.13439916666667,7.236515
16433,1,16518,0.633,0.037,1.32431333333333,7.38749833333333
16463,1,16518,0.633,0.034,1.30917416666667,7.67132166666667
16464,1,16518,0.633,0.036,1.40661833333333,7.70891916666667
16450,1,16518,0.633,0.039,1.59481833333333,8.29026666666667
15992,1,16518,0.633,0.04,1.81994083333333,8.53105583333333
16442,1,16518,0.633,0.038,1.50551916666667,9.53423666666667
15796,1,16518,0.633,0.05,2.3827225,11.9626625
15993,1,16518,0.633,0.06,3.09057166666667,12.368385
15991,1,16518,0.633,0.07,4.11762166666667,15.5358158333333
16003,1,16518,0.633,0.08,4.71755166666667,15.6208883333333
16004,1,16518,0.633,0.09,5.36407833333333,19.1580583333333
15795,1,16518,0.633,0.10,6.58266916666667,19.5563916666667
15791,1,16518,0.633,0.15,9.66872583333333,25.9995083333333
15797,1,16518,0.633,0.20,14.000325,31.126375
15800,1,16518,0.633,0.25,19.2631666666667,34.20275
15801,1,16518,0.633,0.30,23.4702833333333,37.9138333333333
15803,1,16518,0.633,0.35,28.7598916666667,40.4629083333333
15813,1,16518,0.633,0.40,34.1272666666667,43.951675
15822,1,16518,0.633,0.45,42.048825,47.5921166666667
15839,1,16518,0.633,0.55,51.2835083333333,48.4557666666667
15838,1,16518,0.633,0.50,46.5323916666667,48.9738916666667
15840,1,16518,0.633,0.60,55.8817166666667,51.516875
15802,1,16518,0.633,0.65,59.5068583333333,52.3789916666667
15811,1,16518,0.633,0.70,69.6739166666667,55.589875
15812,1,16518,0.633,0.75,73.4774166666667,56.1733916666667
15808,1,16518,0.633,0.80,76.5251916666667,56.83535
15810,1,16518,0.633,0.90,88.3451666666667,58.1360083333333
15807,1,16518,0.633,0.85,89.5418916666667,59.1899916666667
15809,1,16518,0.633,0.95,95.5701583333333,60.3241333333333
15815,1,16518,0.633,1.00,107.729,61.8763916666667
15814,1,16518,0.633,1.05,116.218916666667,61.964325
15821,1,16518,0.633,1.20,129.644166666667,64.1457
15828,1,16518,0.633,1.25,130.916083333333,64.1486166666667
15834,1,16518,0.633,1.35,141.943083333333,64.261125
15818,1,16518,0.633,1.15,119.763,64.398975
15819,1,16518,0.633,1.10,127.8695,64.9038666666667
15833,1,16518,0.633,1.30,147.343,65.267775
15824,1,16518,0.633,1.40,153.444583333333,65.5359833333333
15823,1,16518,0.633,1.45,158.587583333333,66.9433583333333
15820,1,16518,0.633,1.50,164.049583333333,67.5981666666667
15842,1,16518,0.633,1.70,192.521583333333,67.654675
15829,1,16518,0.633,1.60,195.121416666667,68.2627583333333
15826,1,16518,0.633,1.55,176.280916666667,68.3732083333333
15841,1,16518,0.633,1.65,187.123,68.5716916666667
15827,1,16518,0.633,1.75,207.391916666667,69.9758416666667
16470,1,16518,0.634,0.012,0.0,0.0
16461,1,16518,0.634,0.01,0.0,0.0
16465,1,16518,0.634,0.017,0.0,0.0
16469,1,16518,0.634,0.011,0.0,0.0
16471,1,16518,0.634,0.013,0.0,0.0
16452,1,16518,0.634,0.016,3.29640833333333e-05,0.0
15825,1,16518,0.634,0.00,0.0,0.0
16447,1,16518,0.634,0.015,0.0,0.0
15996,1,16518,0.634,0.01,0.0,0.0
16441,1,16518,0.634,0.014,0.0,0.0
16473,1,16518,0.634,0.018,0.160414083333333,0.907705916666667
16474,1,16518,0.634,0.019,0.1796615,2.1671925
16475,1,16518,0.634,0.021,0.5440555,2.97191508333333
16451,1,16518,0.634,0.023,0.553399916666667,3.00343416666667
15997,1,16518,0.634,0.02,0.292980416666667,3.10184916666667
16448,1,16518,0.634,0.022,0.718968583333333,3.78120333333333
16472,1,16518,0.634,0.025,0.605533583333333,4.23333416666667
16480,1,16518,0.634,0.027,0.812001333333333,4.69028916666667
16481,1,16518,0.634,0.026,0.693173666666667,4.78665916666667
16458,1,16518,0.634,0.024,0.603737416666667,4.84195833333333
16453,1,16518,0.634,0.029,1.08766225,5.45673
16484,1,16518,0.634,0.028,0.892970583333333,5.85846416666667
16459,1,16518,0.634,0.031,1.19645316666667,6.38059333333333
15999,1,16518,0.634,0.03,1.0917675,6.43298333333333
16479,1,16518,0.634,0.033,1.44854916666667,6.75189166666667
16486,1,16518,0.634,0.034,1.3871125,6.97864
16488,1,16518,0.634,0.036,1.649625,7.229925
16467,1,16518,0.634,0.038,1.584665,7.27670333333333
16490,1,16518,0.634,0.035,1.45910416666667,7.5742525
16466,1,16518,0.634,0.032,1.36422083333333,7.83812
16478,1,16518,0.634,0.039,1.47297916666667,8.72663833333333
16460,1,16518,0.634,0.037,1.39351333333333,8.7594175
16008,1,16518,0.634,0.04,1.97587666666667,9.2028225
15830,1,16518,0.634,0.05,2.45692083333333,9.63432833333333
16009,1,16518,0.634,0.06,3.03243083333333,13.985625
16002,1,16518,0.634,0.07,4.12270916666667,15.0966333333333
16001,1,16518,0.634,0.08,5.04056666666667,16.4311291666667
16005,1,16518,0.634,0.09,5.9241025,18.7019
15844,1,16518,0.634,0.10,6.14566583333333,19.8203583333333
16000,1,16518,0.634,0.12,7.88870083333333,22.162125
16006,1,16518,0.634,0.11,7.49496083333333,22.5258
16011,1,16518,0.634,0.13,8.15069583333333,23.28195
16012,1,16518,0.634,0.14,9.57178333333333,25.21325
15845,1,16518,0.634,0.15,10.9493916666667,25.5468166666667
15835,1,16518,0.634,0.20,13.9831666666667,31.7286916666667
15847,1,16518,0.634,0.25,19.2087916666667,34.8562416666667
15848,1,16518,0.634,0.30,26.056375,40.3834083333333
15832,1,16518,0.634,0.35,29.2309083333333,42.821025
15831,1,16518,0.634,0.40,34.083475,44.2118166666667
15837,1,16518,0.634,0.45,42.2931916666667,47.963475
15836,1,16518,0.634,0.50,45.9345166666667,48.8088916666667
15843,1,16518,0.634,0.55,53.4969916666667,50.4492666666667
15849,1,16518,0.634,0.65,56.8800166666667,50.7042833333333
15846,1,16518,0.634,0.60,56.9626583333333,52.6825666666667
15852,1,16518,0.634,0.70,69.954575,55.3969166666667
15853,1,16518,0.634,0.75,78.85415,57.4057166666667
15850,1,16518,0.634,0.80,75.6479666666667,57.9796166666667
15860,1,16518,0.634,0.90,88.8552333333333,58.6405666666667
15854,1,16518,0.634,0.85,90.48595,59.169475
15851,1,16518,0.634,1.00,108.925166666667,61.5450083333333
15861,1,16518,0.634,0.95,99.5229583333333,62.330625
15858,1,16518,0.634,1.05,108.2815,62.4407583333333
15857,1,16518,0.634,1.20,136.062416666667,62.7889
15863,1,16518,0.634,1.15,124.15,62.831775
15862,1,16518,0.634,1.10,124.291833333333,63.491475
15874,1,16518,0.634,1.30,151.0815,64.6677583333333
15856,1,16518,0.634,1.25,139.40225,64.91805
15880,1,16518,0.634,1.35,152.013916666667,64.9862416666667
